stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,seats,covered
2435,Brescia "Ca Dei Gai",46.073516,11.105351,2,1,0
2437,Ravina Della Croce,46.040974,11.110972,1,0,0
2438,Ss 12 Talvera,46.103288,11.110542,1,0,0
2446,Ghiaie "Zona Ind.Le Ftm",46.119114,11.105298,2,1,1
2447,Ghiaie Salisburgo,46.122767,11.103333,2,0,0
2448,Ghiaie "Sc. Materna",46.124931,11.099733,2,0,0
2449,Spini Praga,46.123637,11.097414,2,1,0
2453,Palazzine Maso S.Antonio,46.115041,11.101841,2,1,1
2454,Crosare Officina,46.110069,11.105482,2,0,1
2455,Crosare Parcheggio,46.107992,11.105390,2,0,1
2457,Gardolo Castel di Gardolo,46.113908,11.110611,2,1,0
2458,Gardolo Castel di Gardolo,46.113885,11.111221,2,1,1
2470,Jedin Sanseverino,46.051140,11.114412,2,0,1
2472,Lamar "Via Rossa",46.121491,11.106409,2,0,1
2474,Via Vallunga Bivio M. Pipel,45.895243,11.052058,2,1,1
2475,Maso Valduga,45.899926,11.054671,2,0,1
2476,Bosco Della Citta',45.901614,11.055392,0,0,0
2477,Maso Valduga,45.899768,11.054285,2,1,1
2478,Via Vallunga Bivio M. Pipel,45.895243,11.051971,2,0,0
2481,Viale Dei Colli Via Vallunga,45.891091,11.049781,2,1,1
2482,Viale Dei Colli Via Vallunga,45.891342,11.049816,2,0,1
2483,Sopramonte "Campra",46.078492,11.058287,1,0,1
2484,Sopramonte "Campra",46.078730,11.058128,1,0,1
2485,Brescia "Ca Dei Gai",46.073335,11.105636,2,1,1
2488,Pranzelores "Top Center",46.089854,11.118521,1,0,0
2489,Pranzelores "Tridente",46.086558,11.120060,1,1,1
2490,Povo Pantè,46.064013,11.150936,2,0,1
2491,Roncafort Caproni,46.100115,11.099704,1,0,1
2492,Roncafort Bettine,46.097545,11.102217,1,0,1
2494,Corso Verona Via Cainelli,45.877270,11.035961,2,0,1
2497,Ponte di Ravina,46.045489,11.113298,0,1,0
2498,Ponte di Ravina,46.045521,11.113600,0,0,0
2499,Villazzano "Chiesa",46.049488,11.143839,1,0,0
2500,Ss 45 "Scala",46.077367,11.099788,2,0,1
2501,Sopramonte "M.Petoci",46.066954,11.059506,2,1,0
2502,Vigo Meano Don Perugini,46.132987,11.133917,2,1,0
2504,Mori Via Del Garda,45.851519,10.972510,2,0,0
2505,Cognola "Chiesa",46.076326,11.141352,1,0,0
2506,Muralta Valsugana,46.076656,11.130373,2,0,1
2508,Toldi,45.897970,11.061611,0,0,1
2509,Costa,45.884401,11.072916,0,0,0
2510,Sp.2 Bivio Per Cisterna,45.881281,11.075364,2,1,1
2511,Isera P.Zza S.Vincenzo-O.,45.885459,11.009155,2,0,1
2514,Ss.240 Ponte Sull'adige,45.863191,10.997287,2,0,1
2515,Ss.240 Ponte Sull'adige,45.863235,10.997353,2,1,1
2520,Verdi Inama,46.066496,11.117755,1,0,1
2521,Gazzadina Le Case Nòve,46.134118,11.128304,1,1,0
2522,Gazzadina Del Porfido,46.130582,11.126159,1,0,1
2524,Cimirlo,46.067614,11.184697,0,1,1
2525,Eremo,46.068317,11.178752,0,1,1
2526,Celva,46.070702,11.176480,0,0,0
2527,Via Eremo,46.067997,11.175561,0,1,1
2528,Maso di Brenz,46.065720,11.172229,0,1,0
2529,Borino Civ.69,46.066126,11.168742,2,1,0
2530,Borino,46.066995,11.165581,2,1,0
2532,Borino Civ.69,46.066010,11.168859,2,0,0
2533,Maso di Brenz,46.065674,11.172377,0,0,0
2534,Via Eremo,46.067909,11.175714,0,0,0
2535,Eremo,46.068203,11.178585,0,0,0
2537,Verona "Big Center",46.045763,11.130817,1,1,1
2538,Verona "Big Center",46.045691,11.131058,1,1,0
2540,Viale Caproni "Luxottica",45.864859,11.017763,2,0,1
2542,Via di Vittorio,45.863141,11.020958,0,0,0
2543,Villa Lagarina V. Zandonai,45.912479,11.031902,2,0,1
2549,Povo "Polo Sociale" Cap.,46.065613,11.158006,1,0,1
2551,Mori Via Del Garda,45.851921,10.972035,2,0,0
2660,Patone Gera,45.897941,11.002045,2,1,1
2662,Patone Gera,45.898068,11.002122,2,0,0
2663,Gardolo 4 Nov. 2 Giugno,46.101254,11.112952,1,0,1
2664,Spini Loghét,46.120500,11.091082,1,1,1
2665,Spini Loghét,46.120567,11.091216,1,0,0
2668,Fersina "Zona Artigianale",46.038208,11.124586,1,0,1
2669,Fersina "Zona Sportiva",46.041683,11.123708,2,1,0
2670,Piazza Cappuccini,46.073078,11.128446,0,1,1
2671,Avancini Laste,46.071423,11.130839,2,0,1
2672,Rsa Angeli Custodi,46.069881,11.131245,0,0,1
2673,Giardini Collina,46.068142,11.129678,2,1,1
2676,Via Cittadella Via Mozart,45.901288,11.040120,1,0,0
2680,Gazzoletti Piazza Dante,46.071816,11.121971,1,1,1
2682,Povo Sommarive,46.065587,11.150445,2,1,0
2683,Povo "Polo Scientifico" Est,46.067773,11.150538,2,1,1
2686,Isera P.Zza S.Vincenzo-E.,45.885397,11.009288,2,1,0
2688,Villazzano "Stazione Fs",46.044758,11.139687,1,0,0
2689,Villazzano "Stazione Fs",46.044754,11.139434,1,0,1
2699,Ss.12 "Rovercenter",45.864206,11.029049,2,0,0
2701,Ss 349 Pozzata,46.041780,11.142380,2,0,0
2702,Parcheggio Ghiaie,46.038742,11.124360,0,0,1
2706,Via Pedroni,45.892216,11.033019,0,0,1
2707,Via Unione "Residenza Eos",45.893295,11.027252,2,1,1
2710,Via Unione Scuole Filzi,45.888721,11.024218,1,1,0
2713,Dos Trento Mariano,46.073694,11.114478,2,1,0
2746,Lenzima Via Della Vittoria,45.877392,10.991753,2,0,0
2747,Lenzima Via Della Vittoria,45.877342,10.991621,2,0,1
2757,Noriglio Mon. Ai Caduti,45.883987,11.070215,2,1,0
2758,Viale Vittoria Scuole Degasperi,45.884932,11.023890,1,1,0
2759,Via Delle Laste,46.072467,11.129917,0,0,0
2760,Savignano,45.938008,11.056053,0,1,1
2763,Gard.D.Mezzo Dos D.La Luna,46.115345,11.117265,2,1,1
2764,Gard.D.Mezzo Maso Garbini,46.114495,11.116630,2,0,1
2767,Vigo Meano "S.Pietro",46.128252,11.134570,1,1,0
2768,Via Unione Scuole Filzi,45.888575,11.024195,2,0,0
2770,Via Comel,45.904014,11.042308,0,0,1
2775,Via Zigherane,45.879247,11.023763,0,1,0
2776,Via Zigherane,45.879590,11.023308,2,1,1
2777,Baldresca,45.880129,11.028544,0,0,0
2780,Ss 45 S.Giorgio,46.078668,11.099299,2,1,1
2782,Spini "Pal. Giano",46.121670,11.095136,1,1,1
2783,Spini "Pal. Giano",46.121606,11.095086,1,1,0
2784,Spini Varsavia,46.125528,11.098368,2,0,1
2785,Spini Varsavia,46.125825,11.098119,2,1,0
2786,Spini Masadori,46.119932,11.096486,1,1,0
2787,Spini Masadori,46.120106,11.096254,1,1,1
2788,Spini Bregenz,46.117063,11.092401,2,1,0
2789,Spini Bregenz,46.117025,11.092475,2,0,0
2790,Spini "Casa Circondariale",46.127053,11.096713,1,0,1
2791,Interporto "Interbrennero",46.111248,11.090882,1,1,0
2792,Interporto "Interbrennero",46.111195,11.090792,1,1,0
2793,Innsbruck "Trentino Trasporti",46.101861,11.094798,1,1,1
2794,Innsbruck "Trentino Trasporti",46.102289,11.094582,1,0,1
2795,Interporto "Logistica 2",46.106315,11.092329,1,0,0
2796,Interporto "Logistica 2",46.106112,11.092271,1,0,0
2797,Interporto "Fercam",46.108338,11.091621,1,1,0
2798,Interporto "Fercam",46.108429,11.091700,1,1,0
2799,Spini Praga,46.123565,11.097434,2,1,1
2800,Pedersano,45.922564,11.020235,0,1,0
2801,Vela "Scuole S.Vigilio",46.081292,11.102655,1,1,1
2802,Villa Lagar. "Bocciodromo",45.920749,11.032002,2,0,1
2803,Villa Lagar. "Bocciodromo",45.920286,11.031886,1,0,0
2804,Villa Lagarina "Al Ponte",45.913238,11.037376,2,0,1
2805,Villa Lagarina "Al Ponte",45.913174,11.037347,2,0,0
2806,Ss.240 "Alla Staffa",45.872760,11.024322,2,1,1
2812,Castellano Don Zanolli,45.926062,11.005712,2,0,1
2814,Mattarello Gotarda,46.009942,11.128455,2,1,0
2815,Mattarello Fratte,46.005441,11.126379,2,0,0
2816,Via Zandonai,45.886680,11.020120,0,0,1
2817,Roncafort Nord,46.103456,11.100245,1,1,0
2820,Povo Pantè,46.063948,11.150557,2,1,1
2822,Mori Via Filzi,45.854392,10.972141,2,1,0
2823,Mori Via Don Sturzo,45.853340,10.970029,2,0,1
2824,Mori Via Terra Nera,45.850031,10.981008,2,1,0
2825,Via All'adige,45.888336,11.018626,0,1,0
2827,Via Monte Pipel,45.895097,11.057072,0,1,1
2828,Interporto "Sait",46.113255,11.090192,1,1,1
2829,Interporto "Sait",46.113317,11.090281,1,0,0
2831,Via Balista Ist. Veronesi,45.896065,11.030962,2,0,0
2832,Viale Vittoria Scuole Degasperi,45.884804,11.023959,1,1,0
2833,Povo "Polo Scientifico" Ovest,46.067349,11.150368,1,0,1
2835,Calliano Via Marcolini,45.931773,11.092112,2,0,0
2836,Calliano Via Marcolini,45.931765,11.092773,2,0,1
2837,Volano Via Delle Ancone,45.917819,11.076404,2,1,0
2838,Ss.12 Fornaci,45.919444,11.085325,2,1,1
2839,Volano Via Roma,45.917298,11.070048,1,1,0
2840,Nomi Cantina Sociale,45.928339,11.074608,2,0,1
2841,Nogaredo Via Verdi,45.911618,11.024558,2,1,0
2843,Sp.20 Bivio Noarna,45.915826,11.016557,2,1,0
2844,Sp.20 Bivio Noarna,45.915880,11.016801,2,1,1
2845,Via 13 Settembre,45.908302,11.041662,0,0,0
2848,Campana Dei Caduti,45.874381,11.040909,0,0,0
2849,Marco Parco Ex De Bellat,45.843722,11.007150,2,0,1
2850,Marco Parco Ex De Bellat,45.843535,11.007469,2,1,1
2851,Marco Via S.Romedio,45.845955,11.004524,2,0,1
2852,Marco Via S.Romedio,45.847437,11.003377,2,1,0
2853,Mori Stazione,45.860603,11.001712,2,0,1
2854,Mori Stazione,45.860969,11.001672,2,1,1
2855,Via Salvetti,45.905949,11.042875,0,0,1
2856,Ss.12 Castel Pietra,45.921722,11.091307,2,0,0
2857,Ss.12 Castel Pietra,45.922938,11.092223,2,0,1
2858,Ss.12 Campagnole,45.928854,11.093009,2,0,0
2859,Ss.12 Campagnole,45.928852,11.093151,2,0,0
2861,Porte di Trambileno,45.883348,11.051598,2,1,1
2862,Porte di Trambileno,45.883530,11.052027,2,1,0
2863,Viale Schio,45.883599,11.043712,0,1,0
2864,Viale Schio,45.883690,11.043650,0,0,1
2865,Viale Zugna,45.884470,11.046999,0,1,0
2866,Viale Zugna,45.884452,11.047159,0,1,0
2867,Viale Zugna 48,45.884383,11.049307,0,1,1
2868,Viale Zugna 48,45.884347,11.049428,0,1,1
2869,Via Magazol Viale Trento,45.899299,11.041953,1,0,1
2870,Ss.240 "Alla Staffa",45.872821,11.024165,2,0,0
2872,Rsa S.Bartolomeo,46.048673,11.134145,0,0,0
2873,Casette,45.880722,11.017850,0,1,0
2874,Via Fornaci "Texbond",45.859392,11.005002,2,1,0
2875,Via Fornaci "Dana",45.854746,11.004437,2,0,0
2876,Via Fornaci "Dana",45.854456,11.004104,2,1,1
2877,Ss.240 "Meb",45.867859,11.011825,2,0,0
2878,Ossario Castel Dante,45.871892,11.035443,0,1,0
2884,Via Bellini,45.899265,11.044677,0,1,0
2886,Via Vicenza Via Asiago,45.885485,11.059419,2,1,0
2887,Genovesa,45.882907,11.062548,2,1,0
2888,Genovesa,45.882458,11.062551,2,0,0
2889,Noriglio Via Jacob,45.883853,11.067447,2,0,1
2890,Noriglio Via Jacob,45.883773,11.067595,2,0,0
2891,Noriglio Parco Alle Pozze,45.884317,11.065741,2,0,0
2892,Nogaredo Vignai,45.910279,11.019416,2,1,0
2895,Cisterna Capolinea,45.883114,11.087308,2,1,1
2896,Noriglio Scuole Elementari,45.881946,11.068806,2,0,0
2897,Sp.23 "Nero Cubo",45.855421,11.002178,2,0,0
2898,Viale Schio S.Maria,45.884693,11.043499,2,1,0
2899,Via Unione "Residenza Eos",45.893503,11.027539,2,0,1
2900,Monte Ghello,45.887462,11.066107,2,1,0
2901,Monte Ghello,45.887016,11.066335,2,0,1
2902,Viale Caproni "Chizzola",45.868310,11.021989,2,0,0
2904,Villa Lagarina "Poste",45.914403,11.033160,2,0,0
2905,Castellano Don Zanolli,45.926140,11.005757,2,0,1
2906,Calliano Ss.12,45.934315,11.096015,2,0,0
2907,Calliano Ss.12,45.934334,11.095867,2,0,0
2908,Calliano Cimitero,45.936981,11.098858,2,1,1
2909,Besenello,45.941818,11.109935,2,1,1
2910,Besenello Nord,45.945821,11.106086,2,1,1
2911,Besenello Sud,45.936872,11.110209,2,0,0
2914,Noriglio Parco Alle Pozze,45.884248,11.065177,2,1,0
2915,Via Dell'artigiano,45.864405,11.017804,0,1,0
2918,Gabbiolo Capolinea,46.055511,11.149099,2,0,1
2919,Volano Via Spiazze,45.915721,11.051422,2,0,1
2922,Viale Dei Colli Bertolda,45.888345,11.051601,2,0,1
2923,Cadine Della Fornas,46.087160,11.069036,2,0,0
2924,Cadine Della Fornas,46.086923,11.069365,2,0,0
2925,Spini Palazzine,46.116627,11.099959,2,1,1
2926,Borgo S.Caterina,45.889827,11.039441,0,1,0
2927,Venezia "Port'aquila",46.069526,11.127851,1,1,1
2928,Porte Chiesa,45.883422,11.053317,2,1,0
2929,Porte Via Al Brentegam,45.881067,11.053136,2,0,0
2930,Porte Via Miravalle,45.879937,11.047140,2,1,0
2931,Dosso,45.881357,11.054806,2,1,0
2932,Porte Chiesa,45.883186,11.053711,2,0,0
2933,Porte Via Al Brentegam,45.880931,11.052681,2,0,0
2934,Porte Via Miravalle,45.879916,11.046858,2,0,1
2935,Dosso,45.881524,11.054596,2,0,1
2936,Sp.89 Maso Brentegam,45.880439,11.050881,2,1,1
2937,Via Fornaci Via Pineta,45.864980,11.006180,2,0,0
2938,Via Fornaci Via Pineta,45.864770,11.005449,2,1,0
2939,Funivia-Staz. di Valle-Trento,46.069626,11.115638,2,0,1
2940,Funivia-Staz. di Monte-Sardagna,46.065992,11.102652,2,1,1
2945,Mattarello Rozola,46.012738,11.132181,2,0,0
2946,Mattarello Rozola,46.012703,11.131960,2,0,0
2947,Mattarello Regole,46.011060,11.131733,2,1,1
2948,Mattarello Regole,46.011210,11.131629,2,0,1
2949,Mattarello "Parco",46.008471,11.131587,2,1,0
2950,Mattarello "Parco",46.007875,11.131414,1,1,0
2951,Mattarello "Torre Franca",46.006579,11.131075,2,0,0
2952,Mattarello "Torre Franca",46.005933,11.129952,2,0,1
2953,Mattarello Ex Stazione,46.007524,11.126757,2,0,1
2954,Mattarello Sud,46.002730,11.126218,1,1,0
2957,Piazza Centa,46.076209,11.123760,0,1,1
2960,Cadine Voltei,46.086301,11.068642,2,0,0
2961,Centa Brennero,46.075665,11.124033,1,1,0
2962,Via Brigata Mantova,45.868215,11.036160,0,1,1
2963,Via Brigata Mantova,45.868386,11.036299,0,0,0
2964,Via Cipressi,45.870184,11.032803,0,1,0
2965,Stadio Quercia,45.901209,11.036376,0,1,1
2966,Via Tonetti,45.902850,11.037784,0,1,1
2968,Pomarolo S.Antonio,45.933993,11.047842,2,1,0
2969,Pomarolo S.Antonio,45.933956,11.047817,2,1,1
2970,Vigo Meano Don Perugini,46.133145,11.133831,2,1,0
2971,Melta "Case Itea",46.102288,11.118252,1,1,1
2973,Piazzale Divisioni Alpine,46.071069,11.109923,1,0,0
2979,Via Magazol Via Cimarosa,45.899889,11.039716,2,1,0
2981,Isera Scuole Elementari,45.882862,11.008238,2,1,0
2982,Viale Del Lavoro "Rovercenter",45.863835,11.026973,2,0,1
2983,Via Pasqui,45.899670,11.037304,0,0,0
2984,Via Parteli,45.896553,11.036619,0,0,1
2986,Via Circonvallazione,45.883392,11.038628,0,1,0
2987,Stadio Quercia,45.901130,11.036177,0,0,0
2988,Marco Nord,45.849547,11.012707,2,1,0
2989,Marco Nord,45.849668,11.012628,2,1,0
2990,Parcheggio Via Lidorno,46.033496,11.125864,0,1,1
2991,Parcheggio Area Camper,46.034264,11.127215,0,0,0
2992,Via Del Garda Via Porte Rosse,45.872836,11.028888,2,0,1
2993,Via Del Garda Via Porte Rosse,45.872891,11.028584,2,1,0
2994,Clinica Solatrix,45.897990,11.045510,0,0,0
2996,Via Unione Via Zotti,45.886361,11.023195,2,0,0
2998,Via Campagnole,45.889292,11.037026,0,0,1
2999,Piazza Filzi Via Del Porto,45.883945,11.018138,2,0,0
3000,Isera Asilo,45.884265,11.008312,2,0,1
3001,Via Perosi,45.904237,11.044052,0,1,1
3002,Villa Lagarina Sc.Medie,45.917932,11.031625,2,0,0
3003,Strada Degli Artiglieri,45.869985,11.036448,0,1,0
3004,Castellano Don Zan. Park,45.926214,11.007335,2,0,0
3005,Stazione Fs,45.891786,11.034253,0,1,0
3006,Via Benacense Scuole Ex Edili,45.880053,11.035459,2,1,0
3007,Isera Asilo,45.884651,11.007829,2,0,0
3009,Volano Casa di Riposo,45.920407,11.066979,2,0,0
3010,Nogaredo Via S.Biagio,45.911887,11.025781,2,0,0
3011,Viale Dei Colli Campolongo,45.887924,11.057293,2,0,0
3012,Viale Dei Colli Campolongo,45.887949,11.057571,2,0,0
3016,Lavis Piazza Grazioli,46.139472,11.111335,0,0,1
3017,Lavis Via Dei Colli,46.141840,11.112380,0,0,0
3018,Lavis Via Cembra,46.144048,11.112649,0,1,0
3019,Lavis Bivio Fratte,46.146836,11.111036,0,1,1
3020,Lavis Bivio Fratte,46.146734,11.111007,0,1,0
3021,Lavis Strada Fonda,46.145627,11.105818,0,0,1
3022,Lavis Strada Fonda,46.145301,11.106307,0,1,0
3024,Lavis "Municipio",46.139305,11.112131,0,1,1
3027,Lavis "Stazione Fs",46.147934,11.097347,0,0,0
3028,Lavis Via Filos,46.145584,11.097290,0,1,0
3029,Lavis Via Filos,46.145665,11.097523,0,1,0
3030,Lavis Via di Vittorio 78/84,46.136413,11.086541,0,0,0
3031,Lavis Via di Vittorio 64,46.133537,11.087634,0,1,1
3032,Lavis Via di Vittorio 26,46.134301,11.093436,0,0,1
3033,Lavis Via Fermi,46.136341,11.093358,0,1,1
3034,Lavis Via di Vittorio 6,46.134621,11.097322,0,0,0
3035,Lavis Via Zandonai,46.138874,11.101196,0,1,0
3036,Pressano Piazza,46.153557,11.106927,0,0,0
3037,Pressano "Oratorio",46.152127,11.106138,0,0,1
3038,Pressano Via Cl. Augusta,46.157309,11.107777,0,1,0
3039,Pressano Via Cl. Augusta,46.157338,11.107839,0,1,1
3040,Pressano Via Sant'antonio,46.154093,11.109902,0,1,0
3041,Pressano Via Pilati,46.150030,11.104334,0,0,0
3043,Nave S.Felice Maso Rover,46.161439,11.109306,0,0,1
3044,Nave S.Felice Maso Rover,46.161333,11.109326,0,1,1
3045,Nave S.Felice Zona Stuadri,46.170412,11.118105,0,0,1
3046,Nave S.Felice Case Tenaia,46.162483,11.110392,0,0,1
3047,Sorni,46.172283,11.125893,0,1,0
3048,Sorni Bivio,46.174864,11.122294,0,0,0
3049,Sorni Bivio,46.174341,11.122074,0,0,0
3050,Sorni Bivio Via Toresela,46.174616,11.123075,0,0,1
3051,Sorni Via Dalmaso,46.174676,11.124554,0,0,1
3052,Sorni Via Dalmaso,46.174737,11.124493,0,1,1
3053,Sorni Bivio Maso Zatelli,46.175439,11.125608,0,0,0
3054,Sorni Bivio Maso Zatelli,46.175315,11.125547,0,1,1
3055,Sorni Ss.12,46.174042,11.120670,0,0,1
3056,Maso Zatelli,46.176495,11.125399,0,0,0
3057,Maso Zatelli,46.176515,11.125336,0,0,0
3058,Maso Del Narciso,46.177635,11.127470,0,1,1
3059,Maso Del Narciso,46.177651,11.127542,0,0,1
3060,Maso Rosabel,46.175362,11.131343,0,0,1
3061,Maso Rosabel,46.175400,11.131366,0,0,1
3062,Sp.131 Bivio Laste,46.172498,11.128994,0,0,1
3063,Maso Panizza di Sopra,46.168742,11.125581,0,1,0
3064,Maso Panizza di Sopra,46.168616,11.125299,0,1,0
3065,Maso Zancanar,46.165226,11.121665,0,0,0
3066,Maso Zancanar,46.164958,11.121624,0,0,0
3067,Maso Poli,46.163020,11.118873,0,1,0
3068,Maso Poli,46.163013,11.119002,0,1,1
3069,Maso Luchin,46.160608,11.116311,0,0,1
3070,Maso Luchin,46.160585,11.116362,0,0,0
3071,Maso Tratta,46.159249,11.115103,0,1,0
3072,Maso Spon,46.159065,11.119271,0,0,0
3073,Maso Clinga Via Clinga,46.153691,11.110336,0,1,0
3074,Maso Clinga,46.152243,11.111730,0,0,1
3077,Maso Clinga Via Furli,46.150550,11.108069,0,1,1
3078,Lavis Maso Furli,46.148786,11.109659,0,0,0
3079,Lavis Maso Furli,46.148825,11.109738,0,0,1
3080,Nave S.Felice,46.164561,11.112234,0,1,0
3081,Maso Tratta,46.158507,11.114959,0,0,1
3082,Nave S.Felice,46.164589,11.112097,0,0,0
3083,Pressano Piazza,46.153631,11.107061,0,0,1
3084,Nave S.Felice Stazione Ftm,46.166718,11.113208,0,0,1
3085,Nave S.Felice Case Tenaia,46.162105,11.110088,0,0,0
3086,Sp.131 Bivio Laste,46.173100,11.129881,0,0,1
3087,Sorni Bivio Via Toresela,46.174356,11.122754,0,0,1
3088,Pedersano S.Rocco,45.919578,11.019194,2,1,1
3089,Pedersano S.Rocco,45.919627,11.019096,2,1,0
3091,Lavis Cantina "La-Vis",46.136991,11.109628,2,0,0
3092,Cervara "Scalinata",46.072157,11.128197,2,0,0
3094,Lavis "Stazione Ftm",46.141564,11.105781,0,0,1
3095,Asiago S. Bartolameo,46.047682,11.137738,1,0,0
3096,Vela Centro,46.082085,11.102043,2,1,0
3097,Fersina "Campi Da Tennis",46.044632,11.121690,2,1,1
3098,Trento FS,46.072112449342306,11.119287663051152,1,1,1
3099,Trento S. Chiara,46.05481970054859,11.135327011308963,1,1,1
3100,Trento S. Bartolameo,46.047596967875045,11.135179243110212,1,1,1
3101,Villazzano,46.04602756297441,11.139317363107264,1,1,1
3102,Povo - Mesiano,46.064977496066035,11.142572824933037,1,1,1
3103,Trento Nord - Zona Commerciale,46.090031093412925,11.113116914585337,1,1,1
3104,Gardolo,46.10814566688345,11.104476621513577,1,1,1
3105,Zona Industriale,46.11874002054596,11.105316008910465,1,1,1
3106,Lamar,46.12589176419063,11.10776098372259,1,1,1
3107,Lavis,46.14009026636438,11.10616878193754,1,1,1
